"adre_a","artesania","codi_postal","coeducaci","comarca","comunicaci_societat_de_la","cultura_i_arts","demarcaci_territorial","diversitat_funcional","dones_grans","drets_humans_i_cooperaci","drets_sexuals_i_reproductius","ecofeminismes","economia_feminista","email","emprenedoria_i_direcci_d","esports","fax","inserci_laboral_i_ocupaci","interculturalitat_i_migraci","jur_dic_legal","lgtbi","lleure","m_n_rural","municipi","organisme","pensaments_feministes_i","promoci_d_activitats_i","salut","sororitat_i_ajuda_m_tua","tel_fon","tipus","treball_de_cura","treball_sexual","viol_ncies_masclistes","web"
"C. Junta de Comerç, 17  entl.","No","08001","No","Barcelonès","No","Sí","Barcelona","No","No","No","No","No","No","fmac@fmac.org; ialvarez@fmac.org","No","No","93 301 07 63","No","No","No","No","No","No","Barcelona","Fundació Maria Aurèlia Capmany","No","No","No","No","93 301 11 95","Associacions/grup","No","No","Sí","http://www.fmac.org"
"C. Zamora, 103-105, baixos","No","08018","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","ared@fundacioared.org;raquel@fundacioared.org","No","No","93 485 15 07","Sí","No","No","No","Sí","No","Barcelona","Fundació Privada ARED","No","No","No","No","93 351 38 65","Associacions/grup","No","No","No","http://www.fundacioared.org"
"C. Ramón Turró, 10, esc. B, 1r 1a","No","08005","Sí","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","arsis@arsis.org; montse@arsis.org","No","No","902 88 86 09","No","No","No","No","Sí","No","Barcelona","Fundació Privada Arsis","No","No","No","No","93 187 38 35","Associacions/grup","No","No","No","http://www.arsis.org"
"C. Pau Claris, 138, 6è 3a","No","08009","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","info@fundacioagi.org; presidencia@fundacioagi.org; sotsdireccio@fundacioagi.org;","No","No","93 487 21 03","No","No","No","No","No","No","Barcelona","Fundació Privada Assistència i Gestió Integral (AGI)","No","No","No","No","93 487 24 37","Associacions/grup","No","No","Sí","http://www.fundacioagi.org/index.php/ca/"
"Carrer Taquígraf Martí 30","No","08028","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","presidencia@fbernadet.org; info@fbernadet.org","No","No","93 301 54 44","No","No","No","No","No","No","Barcelona","Fundació Vicki Bernadet","No","No","No","No","93 318 97 69","Associacions/grup","No","No","Sí","http://www.fbernadet.org"
"C. de les Carolines, 6, 5è 1a","No","08012","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","aps@aporsolidaridad.org","No","No",,"No","No","No","No","No","No","Barcelona","Fundación Alianza por los Derechos, la Igualdad y la Solidaridad Internacional (Alianza por la Solidaridad) - Oficina de Barcelona","No","No","No","No","931250723","Associacions/grup","No","No","No",
"C. Paloma, 23","No","08001","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","fundacioapipacam@fundacioapipacam.org","No","No","93 317 14 59","Sí","Sí","No","No","No","No","Barcelona","Fundación APIP-ACAM","No","No","No","No","93 317 16 14","Associacions/grup","No","No","Sí","http://www.fundacionapipacam.org/"
"C. Madrazo, 96, 5è H","No","08021","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","tropos@fundaciotropos.org","No","No",,"No","No","No","No","No","No","Barcelona","Fundación Privada Tropos","No","No","No","No","93 518 07 08","Associacions/grup","No","No","Sí","http://www.nibellanibestia.org"
"C. de l'infant Martí, 51, 1r","No","08224","No","Vallès Occidental","No","No","Barcelona","No","No","No","No","No","No","gam_valles@yahoo.com","No","No",,"No","No","No","No","No","No","Terrassa","GAM Vallès, Grup d'Atenció a Víctimes de Maltractaments","No","No","No","No",,"Associacions/grup","No","No","Sí","http://www.gamvalles.terrassa.net"
"Pl. de l'Hospital, 7, baixos","No","08241","No","Bages","No","Sí","Barcelona","No","No","No","No","No","No","annacrespo@hotmail.com","No","No",,"No","No","No","No","Sí","No","Manresa","Gènere i Gèneres","No","No","No","No","93 877 14 46","Associacions/grup","No","No","No","http://www.genereigeneres.org"
"C. Pere el Gran, 32","No","08720","No","Alt Penedès","No","No","Barcelona","No","No","No","No","No","No","ginesta.vilafranca@gmail.com","No","No",,"No","No","No","No","No","No","Vilafranca del Penedès","Ginesta, Grup d'Autoajuda","No","No","Sí","Sí","639 17 17 65","Associacions/grup","No","No","No","http://www.ginestavila.cat/"
"Ptge. Bonaire, 5","No","43007","No","Tarragonès","No","No","Tarragona","No","No","Sí","No","No","No","grecxarxa@gmail.com","No","No",,"No","No","No","No","No","No","Tarragona","GREC Xarxa Món per a la Igualtat","No","No","No","No",,"Associacions/grup","No","No","No","http://www.urv.cat/grups_recerca/grec/sito/actualidad1.htm"
"C. Tuset, 32, 7è 4a","No","08006","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","info@grupagata.org","No","No","93 415 63 34","No","No","No","No","Sí","No","Barcelona","Grup Àgata. Associació Catalana de Dones Afectades de Càncer de Mama","No","No","Sí","No","93 415 93 94","Associacions/grup","No","No","No","http://www.grupagata.org"
"C. Olímpic, 5","No","08930","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","consultes@albalactanciamaterna.org","No","No",,"No","No","No","No","No","No","Sant Adrià de Besòs","Grup Alba Lactància (Sant Adrià de Besós)","No","No","No","No","600 501 556","Associacions/grup","Sí","No","No","http://www.albalactanciamaterna.org"
,"No","08757","No","Baix Llobregat","No","No","Barcelona","No","No","No","No","No","No","albacorbera@albalactanciamaterna.org","No","No",,"No","No","No","No","No","No","Corbera de Llobregat","Grup Alba Lactància Corbera","No","No","No","No","605 932 031","Associacions/grup","Sí","No","No",
"C. Pallarts, 277, 2a (Centre Cívic Can Felipa)","No","08005","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","consultes@albalactanciamaterna.org; laiaalba@gmail.com","No","No",,"No","No","No","No","No","No","Barcelona","Grup Alba Lactància Poble Nou","No","No","No","No","680 337 153","Associacions/grup","Sí","No","No","http://albalactanciamaterna.org/grupos/"
"Selva de Mar, 215, 6 planta, taller 6","No","08020","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","consultes@albalactanciamaterna.org","No","No",,"No","No","No","No","No","No","Barcelona","Grup Alba Lactància Sol","No","No","No","No","606 644 359","Associacions/grup","Sí","No","No","http://albalactanciamaterna.org/grupos/"
"C. Pare Garí, 1 (espai infantil La Baldufa)","No","08800","No","Garraf","No","No","Barcelona","No","No","No","No","No","No","mireia.soy@gmail.com","No","No",,"No","No","No","No","No","No","Vilanova i la Geltrú","Grup Alba Lactància Vilanova","No","No","No","No","653173358","Associacions/grup","Sí","No","No","http://www.albalactanciamaterna.org"
"Pl. Major, 1, 1r 1a","No","43412","No","Conca de Barberà","No","No","Tarragona","No","No","No","No","No","No",,"No","No","977 89 23 78","No","No","No","No","No","No","Solivella","Grup Cultural de la Dona","No","Sí","No","No","977 89 21 82","Associacions/grup","No","No","No",
"Av. de Pau Casals, 16","No","08192","No","Vallès Occidental","No","No","Barcelona","No","No","No","No","No","No","iolesabe@gmail.com; ingridcastanyer@gmail.com","No","No",,"No","No","No","No","Sí","No","Sant Quirze del Vallès","Grup Cultural de la Dona de Sant Quirze del Vallès, Caterina Albert","No","No","No","No","93 721 14 22","Associacions/grup","No","No","No",
"C. Castell, 4","No","43120","No","Tarragonès","No","No","Tarragona","No","No","No","No","No","No","ccardenas@gmail.com","No","No",,"No","No","No","No","No","No","Constantí","Grup Cultural de Mestresses de Casa de Constantí","No","Sí","No","No","977 52 00 37","Associacions/grup","No","No","No",
"C. del Puig, 7","No","08512","No","Osona","No","No","Barcelona","No","No","No","No","No","No","francescacaritgvila3@gmail.com","No","No",,"No","No","No","No","Sí","No","Sant Hipòlit de Voltregà","Grup Cultural Obert Les Branques","No","No","No","No","93 857 08 27","Associacions/grup","No","No","No",
"C. Sant Pere, 71","No","08720","No","Alt Penedès","No","No","Barcelona","No","No","No","No","No","No","gamma@grupslactancia.org","No","No",,"No","No","No","No","No","No","Vilafranca del Penedès","Grup d'Ajuda Mútua de Mares Alletants (GAMMA) ""Solidàries""","No","No","No","No","93 817 16 90","Associacions/grup","Sí","No","No","http://www.grupslactancia.org/ca/grupos/gamma"
"C. Pintor Guàrdia, 8-10","No","08560","No","Osona","No","No","Barcelona","No","No","No","No","No","No","lorditmanlleu@gmail.com","No","No",,"No","No","No","No","Sí","No","Manlleu","Grup de dones - Associació Educativocultural l'Ordit","No","No","No","No","93 851 17 10","Associacions/grup","No","No","No",
"C. Remullà, 21","No","43891","No","Baix Camp","No","No","Tarragona","No","No","No","No","No","No","ccervandellos@gmail.com","No","No",,"No","No","No","No","Sí","No","Vandellòs","Grup de Dones Alamanda. Centre Cultural Esportiu i Recreatiu de Vandellòs","No","No","No","No","977 82 40 98","Associacions/grup","No","No","No",
"Pl. Can Palet, 1 (Centre Cívic Alcalde Morera)","No","08223","No","Vallès Occidental","No","No","Barcelona","No","No","No","No","No","No","donesiniciativa@hotmail.com","No","No",,"No","No","No","No","Sí","No","Terrassa","Grup de Dones amb Iniciativa. Can Palet","No","Sí","No","No","638 26 84 35","Associacions/grup","No","No","No",
"C. de les Esoles, 12, 1r dreta","No","43890","No","Baix Camp","No","No","Tarragona","No","No","No","No","No","No",,"No","No","977 82 39 00","No","No","No","No","Sí","No","L'Hospitalet de l'Infant","Grup de Dones Blanca d'Anjou","No","No","No","No","628 923 078","Associacions/grup","No","No","No",
"Santuari, 27","No","08032","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No",,"No","No",,"No","No","No","No","Sí","No","Barcelona","Grup de Dones Carmel","No","No","No","No","93 358 83 30","Associacions/grup","No","No","No",
"C. Sant Marc, local 15","No","08918","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","rociom.badalona@hotmail.com","No","No",,"No","No","No","No","Sí","No","Badalona","Grup de Dones Congrés","No","No","No","No","617 62 05 34","Associacions/grup","No","No","No",
"C. Alfons XII, 19-21, pral. 1a","No","08006","No","Barcelonès","No","No","Barcelona","No","No","Sí","No","No","No","info@amnistiacatalunya.org","No","No","93 200 77 57","No","No","No","No","No","No","Barcelona","Grup de Dones d'Amnistia Internacional Catalunya","No","No","No","No","93 209 35 36","Associacions/grup","No","No","No","http://www.amnistiacatalunya.org"
"Geranis, s/n C.C. Can Cuyàs","No","08110","No","Vallès Occidental","No","Sí","Barcelona","No","No","No","No","No","No","donescancuias@hotmail.com","No","No","93 575 87 05","No","No","No","No","Sí","No","Montcada i Reixac","Grup de Dones de Can Cuyàs","No","No","No","No","93 575 88 28","Associacions/grup","No","No","No",
"C. Amèrica, 35","No","08228","No","Vallès Occidental","No","No","Barcelona","No","No","No","No","No","No",,"No","No",,"No","No","No","No","Sí","No","Terrassa","Grup de Dones de Can Parellada","No","No","No","No",,"Associacions/grup","No","No","No",
"Av. de Can Serra, s/n (Casa de la Reconciliació)","No","08906","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","lluistorrijos@gmail.com","No","No","93 438 34 86","No","No","No","No","Sí","No","L'Hospitalet de Llobregat","Grup de Dones de Can Serra","No","No","No","No","93 438 34 86","Associacions/grup","No","No","No",
"Rbla. Blas Infante, 15 (Can Vinader)","No","08860","No","Baix Llobregat","No","No","Barcelona","No","No","No","No","No","No","info@grupdedones.com","No","No","93 636 51 00","No","No","No","No","Sí","No","Castelldefels","Grup de Dones de Castelldefels","No","No","No","No","93 636 51 00","Associacions/grup","No","No","No","http://www.grupdedones.com/"
"Ronda de la Torrassa, 105, 4t","No","08903","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","grupdonesct@gmail.com","No","No",,"No","No","No","No","Sí","No","L'Hospitalet de Llobregat","Grup de Dones de Collblanc-Torrassa","No","Sí","No","No","690 164 381","Associacions/grup","No","No","No",
"C. de Claramunt, 4, local 2","No","08030","No","Barcelonès","No","No","Barcelona","No","Sí","No","No","No","No","facepa96@gmail.com","No","No","93 310 05 47","No","No","No","No","Sí","No","Barcelona","Grup de Dones de FACEPA. Fed. d'Assoc. Culturals i d'Educació de Persones Adultes","No","No","No","No","93 315 29 69","Associacions/grup","No","No","No",
"C. Rabí Ruben, 22","No","08004","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","itoribiosuay@hotmail.es; admin@fontdelaguatlla.org; mamo@xtec.cat","No","No","93 426 20 69","No","No","No","No","Sí","No","Barcelona","Grup de Dones de Font de la Guatlla de l'Associació de Veïns i Veïnes de la Font de la Guatlla-Magòria","No","No","No","No","93 424 85 06","Associacions/grup","No","No","No","http://www.avvfontguatlla.cat/voc_gd.php"
"C. Pompeu Fabra, 20","No","17100","No","Baix Empordà","No","No","Girona","No","No","No","No","No","No","mpuigbarris@gmail.com","No","No",,"No","No","No","No","No","No","La Bisbal d'Empordà","Grup de Dones de la Bisbal","No","Sí","No","No","972 64 16 20","Associacions/grup","No","No","No",
"C. Molí, 2","No","08196","No","Vallès Occidental","No","No","Barcelona","No","No","No","No","No","No","ccastejon300@hotmail.com","No","No",,"No","No","No","No","Sí","No","Les Planes (Sant Cugat del Vallès)","Grup de Dones de la Creu d'En Blau","No","Sí","No","No","93 675 51 05","Associacions/grup","No","No","No",
"C. d'Artur Mor, 1","No","25003","No","Segrià","No","No","Lleida","No","No","No","No","No","No",,"No","No",,"No","No","No","No","Sí","No","Lleida","Grup de Dones de la Mariola","No","No","No","No","973 26 81 93","Associacions/grup","No","No","No",
"C. de Ripoll, 25","No","08002","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","marxamundialdedones@gmail.com","No","No","93 412 39 96","No","No","No","No","No","No","Barcelona","Grup de Dones de la Marxa Mundial de Barcelona","No","No","No","No","93 412 71 61","Associacions/grup","No","No","Sí","http://marxamundialdedones.blogspot.com.es/"
"Pl. del Centenari, 2","No","43763","No","Tarragonès","No","No","Tarragona","No","No","No","No","No","No","grupdedoneslanou@gmail.com","No","No",,"No","No","No","No","Sí","No","La Nou de Gaià","Grup de Dones de la Nou de Gaià","No","No","No","No","977 65 52 56","Associacions/grup","No","No","No",
"C. Major, 50","No","43470","No","Baix Camp","No","No","Tarragona","No","No","No","No","No","No","associaciodedones2013@gmail.com","No","No",,"No","No","No","No","Sí","No","La Selva del Camp","Grup de Dones de la Selva del Camp","No","No","No","No","977846939","Associacions/grup","No","No","No",
"C. Mare de Déu de Lorda, 2-10","No","08033","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","bmh.pilar@gmail.com","No","No",,"No","No","No","No","Sí","No","Barcelona","Grup de Dones de la Trinitat Vella","No","No","No","No","93 346 15 47","Associacions/grup","No","No","No","donestrinitatvella.blogspot.com"
"Cal Coronel 17468 Terradelles","No","17600","No","Alt Empordà","No","No","Girona","No","No","No","No","No","No","cbamblas52@gmail.com","No","No",,"No","No","No","No","No","No","Figueres","Grup de Dones de l'Alt Empordà","No","No","No","No","620 875 781","Associacions/grup","No","No","Sí","http://donesaltemporda.entitatsfigueres.cat/Home/_H4QS29qxa73qVZmDNrtbVqmJb7otEeSydq3YcOmz2gjbZTqgTV5ejA"
"Av. de Catalunya, 64 baixos","No","25332","No","Urgell","No","No","Lleida","No","No","No","No","No","No","lafuliola@ateneus.cat","No","No",,"No","No","No","No","Sí","No","La Fuliola","Grup de Dones de l'Ateneu Popular","No","No","No","No","615 99 58 50","Associacions/grup","No","No","No",
"C. Càceres, 34-36","No","08918","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","ateneu@fundacioateneusantroc.org","No","No","93 399 39 51","No","No","No","No","Sí","No","Badalona","Grup de dones de l'Ateneu Popular Sant Roc","No","No","No","No","93 399 39 51","Associacions/grup","No","No","No","http://www.fundacioateneusantroc.org/projecte/grup-de-dones/"
"Ctra. Vallvidrera-Sant Cugat, km.6,5 (FFCC Les Planes)","No","08017","No","Barcelonès","No","No","Barcelona","No","No","No","No","No","No","grupdonesplanes@gmail.com","No","No","93 205 40 09","No","No","No","No","Sí","No","Barcelona","Grup de Dones de les Planes","No","Sí","No","No","93 204 96 19","Associacions/grup","No","No","No","http://www.cclelectric.com"
