"","name","contact:phone","contact:email","contact:website","description","amenity","social_facility:for","source","source:date","Id","addr:street","addr:housenumber","addr:block","addr:floor","addr:housename","addr:postcode","addr:city","addr:place","latitud","longitud"
"877","Fundació Vicki Bernadet","+34 93 318 97 69","presidencia@fbernadet.org; info@fbernadet.org","http://www.fbernadet.org",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",185,"Carrer Taquígraf Martí","30",NA,NA,NA,"08028","Barcelona",NA,"0","0"
"878","Fundación Alianza por los Derechos, la Igualdad y la Solidaridad Internacional (Alianza por la Solidaridad) - Oficina de Barcelona","+34 931250723","aps@aporsolidaridad.org","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","Fundación APIP-ACAM","+34 93 317 16 14","fundacioapipacam@fundacioapipacam.org","http://www.fundacionapipacam.org/","inserció laboral i ocupació; interculturalitat i migració","social_facility","woman","Generalitat de Catalunya","2019-03-29",14,"Carrer Paloma","23",NA,NA,NA,"08001","Barcelona",NA,"41,381750957","2,163931744"
"880","Fundación Privada Tropos","+34 93 518 07 08","tropos@fundaciotropos.org","http://www.nibellanibestia.org",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",154,"Carrer Madrazo","96",NA,"5",NA,"08021","Barcelona",NA,"41,397693976","2,145489398"
"881","GAM Vallès, Grup d'Atenció a Víctimes de Maltractaments","+34 ","gam_valles@yahoo.com","http://www.gamvalles.terrassa.net",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",289,"Carrer de l'infant Martí","51",NA,"1",NA,"08224","Terrassa",NA,"0","0"
"882","Gènere i Gèneres","+34 93 877 14 46","annacrespo@hotmail.com","http://www.genereigeneres.org","cultura i arts; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",304,"Plaça de l'Hospital","7",NA,NA,NA,"08241","Manresa",NA,"0","0"
"883","Ginesta, Grup d'Autoajuda","+34 639 17 17 65","ginesta.vilafranca@gmail.com","http://www.ginestavila.cat/","salut; sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",407,"Carrer Pere el Gran","32",NA,NA,NA,"08720","Vilafranca del Penedès",NA,"0","0"
"884","GREC Xarxa Món per a la Igualtat","+34 ","grecxarxa@gmail.com","http://www.urv.cat/grups_recerca/grec/sito/actualidad1.htm","drets humans i cooperació","social_facility","woman","Generalitat de Catalunya","2019-03-29",852,"Passatge Bonaire","5",NA,NA,NA,"43007","Tarragona",NA,"41,130247708","1,239530993"
"885","Grup Àgata. Associació Catalana de Dones Afectades de Càncer de Mama","+34 93 415 93 94","info@grupagata.org","http://www.grupagata.org","lleure; salut","social_facility","woman","Generalitat de Catalunya","2019-03-29",74,"Carrer Tuset","32",NA,"7",NA,"08006","Barcelona",NA,"41,396485991","2,1514324"
"886","Grup Alba Lactància (Sant Adrià de Besós)","+34 600 501 556","consultes@albalactanciamaterna.org","http://www.albalactanciamaterna.org",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",517,"Carrer Olímpic","5",NA,NA,NA,"08930","Sant Adrià de Besòs",NA,"41,42737495","2,220491327"
"887","Grup Alba Lactància Corbera","+34 605 932 031","albacorbera@albalactanciamaterna.org","",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","Grup Alba Lactància Poble Nou","+34 680 337 153","consultes@albalactanciamaterna.org; laiaalba@gmail.com","http://albalactanciamaterna.org/grupos/",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",61,"Carrer Pallars","277",NA,"2","Centre Cívic Can Felipa","08005","Barcelona",NA,"41,404014343","2,201387517"
"889","Grup Alba Lactància Sol","+34 606 644 359","consultes@albalactanciamaterna.org","http://albalactanciamaterna.org/grupos/",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",149,"Carrer Selva de Mar","215",NA,"6",NA,"08020","Barcelona",NA,"41,416623907","2,198564642"
"890","Grup Alba Lactància Vilanova","+34 653173358","mireia.soy@gmail.com","http://www.albalactanciamaterna.org",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",433,"Carrer Pare Garí","1",NA,NA,"espai infantil La Baldufa","08800","Vilanova i la Geltrú",NA,"0","0"
"891","Grup Cultural de la Dona","+34 977 89 21 82","","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",902,"Plaça Major","1",NA,"1",NA,"43412","Solivella",NA,"0","0"
"892","Grup Cultural de la Dona de Sant Quirze del Vallès, Caterina Albert","+34 93 721 14 22","iolesabe@gmail.com; ingridcastanyer@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",260,"Avinguda de Pau Casals","16",NA,NA,NA,"08192","Sant Quirze del Vallès",NA,"0","0"
"893","Grup Cultural de Mestresses de Casa de Constantí","+34 977 52 00 37","ccardenas@gmail.com","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",856,"Carrer Castell","4",NA,NA,NA,"43120","Constantí",NA,"41,153929816","1,212963383"
"894","Grup Cultural Obert Les Branques","+34 93 857 08 27","francescacaritgvila3@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",371,"Carrer del Puig","7",NA,NA,NA,"08512","Sant Hipòlit de Voltregà",NA,"42,0114606","2,2415235"
"895","Grup d'Ajuda Mútua de Mares Alletants (GAMMA) ""Solidàries""","+34 93 817 16 90","gamma@grupslactancia.org","http://www.grupslactancia.org/ca/grupos/gamma",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",408,"Carrer Sant Pere","71",NA,NA,NA,"08720","Vilafranca del Penedès",NA,"0","0"
"896","Grup de dones - Associació Educativocultural l'Ordit","+34 93 851 17 10","lorditmanlleu@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",381,"Carrer Pintor Guàrdia","8-10",NA,NA,NA,"08560","Manlleu",NA,"0","0"
"897","Grup de Dones Alamanda. Centre Cultural Esportiu i Recreatiu de Vandellòs","+34 977 82 40 98","ccervandellos@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",1028,"Carrer Remullà","21",NA,NA,NA,"43891","Vandellòs",NA,"41,0196254","0,8290374"
"898","Grup de Dones amb Iniciativa. Can Palet","+34 638 26 84 35","donesiniciativa@hotmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",287,"Plaça Can Palet","1",NA,NA,"Centre Cívic Alcalde Morera","08223","Terrassa",NA,"0","0"
"899","Grup de Dones Blanca d'Anjou","+34 628 923 078","","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",1027,"Carrer de les Escoles","12",NA,"1",NA,"43890","L'Hospitalet de l'Infant",NA,"40,992718767","0,921433907"
"900","Grup de Dones Carmel","+34 93 358 83 30","","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",211,"Carrer del Santuari","27",NA,NA,NA,"08032","Barcelona",NA,"41,420260728","2,151185668"
"901","Grup de Dones Congrés","+34 617 62 05 34","rociom.badalona@hotmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",500,"Carrer Sant Marc",NA,NA,NA,NA,"08918","Badalona",NA,"41,439286498","2,23021693"
"902","Grup de Dones d'Amnistia Internacional Catalunya","+34 93 209 35 36","info@amnistiacatalunya.org","http://www.amnistiacatalunya.org","drets humans i cooperació","social_facility","woman","Generalitat de Catalunya","2019-03-29",66,"Carrer Alfons XII","19-21",NA,"pral",NA,"08006","Barcelona",NA,"41,398185338","2,149871896"
"903","Grup de Dones de Can Cuyàs","+34 93 575 88 28","donescancuias@hotmail.com","","cultura i arts; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",250,"Carrer Geranis","s/n",NA,NA,"Centre Cívic Can Cuiàs","08110","Montcada i Reixac",NA,"41,463228929","2,169956125"
"904","Grup de Dones de Can Parellada","+34 ","","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",297,"Carrer Amèrica","35",NA,NA,NA,"08228","Terrassa",NA,"0","0"
"905","Grup de Dones de Can Serra","+34 93 438 34 86","lluistorrijos@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",471,"Avinguda de Can Serra","s/n",NA,NA,"Casa de la Reconciliació","08906","L'Hospitalet de Llobregat",NA,"41,364748406","2,098320812"
"906","Grup de Dones de Castelldefels","+34 93 636 51 00","info@grupdedones.com","http://www.grupdedones.com/","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",456,"Rambla Blas Infante","15",NA,NA,"Can Vinader","08860","Castelldefels",NA,"41,287479252","1,977323518"
"907","Grup de Dones de Collblanc-Torrassa","+34 690 164 381","grupdonesct@gmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",468,"Ronda de la Torrassa","105",NA,"4",NA,"08903","L'Hospitalet de Llobregat",NA,"41,368658414","2,125475295"
"908","Grup de Dones de FACEPA. Fed. d'Assoc. Culturals i d'Educació de Persones Adultes","+34 93 315 29 69","facepa96@gmail.com","","dones grans; lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",198,"Carrer de Claramunt","4",NA,NA,NA,"08030","Barcelona",NA,"41,43666459","2,203792197"
"909","Grup de Dones de Font de la Guatlla de l'Associació de Veïns i Veïnes de la Font de la Guatlla-Magòria","+34 93 424 85 06","itoribiosuay@hotmail.es; admin@fontdelaguatlla.org; mamo@xtec.cat","http://www.avvfontguatlla.cat/voc_gd.php","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",57,"Carrer Rabí Ruben","22",NA,NA,NA,"08004","Barcelona",NA,"0","0"
"910","Grup de Dones de la Bisbal","+34 972 64 16 20","mpuigbarris@gmail.com","","promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",557,"Carrer Pompeu Fabra","20",NA,NA,NA,"17100","La Bisbal d'Empordà",NA,"41,962971752","3,039197001"
"911","Grup de Dones de la Creu d'En Blau","+34 93 675 51 05","ccastejon300@hotmail.com","","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",263,"Carrer Molí","2",NA,NA,NA,"08196","Les Planes (Sant Cugat del Vallès)",NA,"0","0"
"912","Grup de Dones de la Mariola","+34 973 26 81 93","","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",636,"Carrer d'Artur Mor","1",NA,NA,NA,"25003","Lleida",NA,"41,612728013","0,611406794"
"913","Grup de Dones de la Marxa Mundial de Barcelona","+34 93 412 71 61","marxamundialdedones@gmail.com","http://marxamundialdedones.blogspot.com.es/",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",29,"Carrer de Ripoll","25",NA,NA,NA,"08002","Barcelona",NA,"41,385473794","2,175069845"
"914","Grup de Dones de la Nou de Gaià","+34 977 65 52 56","grupdedoneslanou@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",979,"Plaça del Centenari","2",NA,NA,NA,"43763","La Nou de Gaià",NA,"41,18302995","1,374152215"
"915","Grup de Dones de la Selva del Camp","+34 977846939","associaciodedones2013@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",911,"Carrer Major","50",NA,NA,NA,"43470","La Selva del Camp",NA,"41,2156194","1,137258585"
"916","Grup de Dones de la Trinitat Vella","+34 93 346 15 47","bmh.pilar@gmail.com","donestrinitatvella.blogspot.com","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",213,"Carrer Mare de Déu de Lorda","2-10",NA,NA,NA,"08033","Barcelona",NA,"0","0"
"917","Grup de Dones de l'Alt Empordà","+34 620 875 781","cbamblas52@gmail.com","http://donesaltemporda.entitatsfigueres.cat/Home/_H4QS29qxa73qVZmDNrtbVqmJb7otEeSydq3YcOmz2gjbZTqgTV5ejA",NA,"social_facility","woman","Generalitat de Catalunya","2019-03-29",612,NA,NA,NA,NA,"Cal Coronel","17468","Terradelles",NA,"0","0"
"918","Grup de Dones de l'Ateneu Popular","+34 615 99 58 50","lafuliola@ateneus.cat","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",760,"Avinguda de Catalunya","64",NA,NA,NA,"25332","La Fuliola",NA,"41,714323826","1,018294062"
"919","Grup de dones de l'Ateneu Popular Sant Roc","+34 93 399 39 51","ateneu@fundacioateneusantroc.org","http://www.fundacioateneusantroc.org/projecte/grup-de-dones/","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",498,"Carrer Càceres","34-36",NA,NA,NA,"08918","Badalona",NA,"0","0"
"920","Grup de Dones de les Planes","+34 93 204 96 19","grupdonesplanes@gmail.com","http://www.cclelectric.com","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",130,"Carretera Vallvidrera-Sant Cugat","km.6",NA,NA,"FFCC Les Planes","08017","Barcelona",NA,"0","0"
"921","Grup de Dones de Morera. Centre Cívic de Morera","+34 93 395 44 57","ccmorera@badalona.cat","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",488,"Avinguda Bac de Roda","42-48",NA,NA,NA,"08915","Badalona",NA,"41,462247013","2,247481452"
"922","Grup de Dones de Porta","+34 93 349 41 40","info@canverdaguer.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",126,"Carrer Estudiant","26-28",NA,NA,NA,"08016","Barcelona",NA,"41,433734969","2,17749001"
"923","Grup de Dones de Riudecanyes","+34 655304947","grup.dones.riudecanyes@hotmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",983,"Carrer Dissabte","6",NA,NA,NA,"43771","Riudecanyes",NA,"41,1299234","0,960858942"
"924","Grup de Dones de Salou","+34 630983287","grupdedonesdesalou@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",1015,"Carrer de l'Advocat Gallego","2",NA,NA,"Centre Cívic","43840","Salou",NA,"41,081382602","1,135464442"
"925","Grup de Dones de Sant Esteve","+34 93 771 32 77","cristarbex@yahoo.es","","lleure; sororitat i ajuda mútua","social_facility","woman","Generalitat de Catalunya","2019-03-29",393,"Carrer Pau Costes","33",NA,NA,NA,"08635","Sant Esteve Sesrovires",NA,"41,493165297","1,872666099"
"926","Grup de Dones de Santa Eulàlia","+34 93 332 74 39","mariacle49@hotmail.com","http://grupdedonesdesantaeulalia.blogspot.com.es/","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",466,"Carrer Anselm Clavé","24",NA,NA,NA,"08902","L'Hospitalet de Llobregat",NA,"41,36605549","2,12657106"
"927","Grup de Dones de Sucs","+34 ","gdonesuchs@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",661,"Plaça Major","2",NA,NA,NA,"25113","Sucs",NA,"0","0"
"928","Grup de Dones de Torredembarra","+34 977 64 10 85","grupdonestorre@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",1012,"Plaça de la Vila","1",NA,NA,NA,"43830","Torredembarra",NA,"41,1447044","1,3966503"
"929","Grup de Dones de Vallvidrera","+34 ","informacio@ccvazquezmontalban.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",129,"Carrer Reis Catòlics","16-34",NA,NA,NA,"08017","Barcelona",NA,"0","0"
"930","Grup de Dones del Bagastrà","+34 ","donesdelbagastra@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","Grup de Dones del Barri d'Egara de Terrassa","+34 93 785 56 61","grupdonesegara@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",294,"Plaça Immaculada","s/n",NA,NA,NA,"08226","Terrassa",NA,"0","0"
"932","Grup de Dones del Barri Llatí","+34 93 391 97 99","grupdonasllati@hotmail.es","http://donesenxarxa.cat/grup-dones-del-llati?lang=ca","lleure; promoció d'actitats i reivindicació dels drets de les dones","social_facility","woman","Generalitat de Catalunya","2019-03-29",504,"Carrer Nàpols","41",NA,NA,NA,"08921","Santa Coloma de Gramenet",NA,"0","0"
"933","Grup de Dones del Casal de les Corts","+34 93 330 77 45","mediterraniblau@hotmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",110,"Carrer del Doctor Ibàñez","9",NA,NA,NA,"08014","Barcelona",NA,"0","0"
"934","Grup de Dones del Gornal","+34 93 263 31 15","grupdonesgornal@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",465,"Avinguda Carmen Amaya","47",NA,NA,NA,"08902","L'Hospitalet de Llobregat",NA,"41,356145773","2,116914573"
"935","Grup de Dones del Safareig de Santa Coloma de Gramenet","+34 93 385 66 08","sirmaciustay@gmail.com","","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",510,"Avinguda Generalitat","222",NA,NA,NA,"08923","Santa Coloma de Gramenet",NA,"41,435532185","2,212264888"
"936","Grup de Dones del Vendrell","+34 977 66 80 90","donesdelvendrell@hotmail.es","http://donesdelvendrell.blogspot.com.es/","lleure","social_facility","woman","Generalitat de Catalunya","2019-03-29",959,"Carrer Nord","11-13",NA,NA,NA,"43700","El Vendrell",NA,"41,222111168","1,538105586"
